date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
2017-10-06,43.92,9269.95,159110,158831,99.5,159566,279
2017-10-07,43.92,9269.95,159110,158831,99.5,159566,279
2017-10-08,43.92,9269.95,159110,158831,99.5,159566,279
2017-10-09,43.88,9162.91,158743,158464,99.3,159566,279
2017-10-10,43.90,9168.56,158926,158647,99.4,159566,279
2017-10-11,43.79,9137.62,157920,157641,98.8,159566,279
2017-10-12,43.68,9107.73,156916,156637,98.2,159566,279
2017-10-13,43.64,9097.07,156552,156273,97.9,159566,279
2017-10-14,43.62,9091.73,156370,156091,97.8,159566,279
2017-10-15,43.63,9094.40,156461,156182,97.9,159566,279
2017-10-16,43.63,9094.40,156461,156182,97.9,159566,279
2017-10-17,43.53,9068.06,155553,155274,97.3,159566,279
2017-10-18,43.47,9052.46,155009,154730,97.0,159566,279
2017-10-19,43.45,9047.30,154828,154549,96.9,159566,279
2017-10-20,43.46,9049.88,154919,154640,96.9,159566,279
2017-10-21,43.43,9042.14,154648,154369,96.7,159566,279
2017-10-22,43.46,9049.88,154919,154640,96.9,159566,279
2017-10-23,43.44,9044.72,154738,154459,96.8,159566,279
2017-10-24,43.41,9036.98,154467,154188,96.6,159566,279
2017-10-25,43.34,9019.11,153835,153556,96.2,159566,279
2017-10-26,43.28,9003.88,153294,153015,95.9,159566,279
2017-10-27,43.32,9014.01,153654,153375,96.1,159566,279
2017-10-28,43.25,8996.34,153024,152745,95.7,159566,279
2017-10-29,43.19,8981.27,152485,152206,95.4,159566,279
2017-10-30,43.14,8968.82,152036,151757,95.1,159566,279
2017-10-31,43.14,8968.82,152036,151757,95.1,159566,279
2017-11-01,43.14,8968.82,152036,151757,95.1,159566,279
2017-11-02,43.11,8961.35,151767,151488,94.9,159566,279
2017-11-03,43.10,8958.86,151677,151398,94.9,159566,279
2017-11-04,43.10,8958.86,151677,151398,94.9,159566,279
2017-11-05,43.08,8953.94,151498,151219,94.8,159566,279
2017-11-06,43.06,8949.01,151319,151040,94.7,159566,279
2017-11-07,43.05,8946.54,151230,150951,94.6,159566,279
2017-11-08,43.08,8953.94,151498,151219,94.8,159566,279
2017-11-09,43.02,8939.15,150961,150682,94.4,159566,279
2017-11-10,42.95,8922.01,150336,150057,94.0,159566,279
2017-11-11,42.91,8912.24,149980,149701,93.8,159566,279
2017-11-12,42.89,8907.38,149801,149522,93.7,159566,279
2017-11-13,42.88,8904.95,149712,149433,93.6,159566,279
2017-11-14,42.84,8895.26,149356,149077,93.4,159566,279
2017-11-15,42.80,8885.56,149001,148722,93.2,159566,279
2017-11-16,42.78,8880.75,148823,148544,93.1,159566,279
2017-11-17,42.74,8871.12,148468,148189,92.9,159566,279
2017-11-18,42.76,8875.94,148646,148367,93.0,159566,279
2017-11-19,42.73,8868.72,148379,148100,92.8,159566,279
2017-11-20,42.66,8851.95,147759,147480,92.4,159566,279
2017-11-21,42.61,8840.02,147317,147038,92.1,159566,279
2017-11-22,42.62,8842.41,147405,147126,92.2,159566,279
2017-11-23,42.56,8828.16,146875,146596,91.9,159566,279
2017-11-24,42.50,8813.95,146346,146067,91.5,159566,279
2017-11-25,42.46,8804.53,145994,145715,91.3,159566,279
2017-11-26,42.45,8802.17,145906,145627,91.3,159566,279
2017-11-27,42.43,8797.47,145730,145451,91.2,159566,279
2017-11-28,42.39,8788.06,145378,145099,90.9,159566,279
2017-11-29,42.37,8783.38,145202,144923,90.8,159566,279
2017-11-30,42.36,8781.04,145114,144835,90.8,159566,279
2017-12-01,42.32,8771.68,144763,144484,90.5,159566,279
2017-12-02,42.29,8764.68,144500,144221,90.4,159566,279
2017-12-03,42.28,8762.35,144412,144133,90.3,159566,279
2017-12-04,42.25,8755.37,144150,143871,90.2,159566,279
2017-12-05,42.28,8762.35,144412,144133,90.3,159566,279
2017-12-06,42.32,8771.68,144763,144484,90.5,159566,279
2017-12-07,42.34,8776.36,144939,144660,90.7,159566,279
2017-12-08,42.29,8764.68,144500,144221,90.4,159566,279
2017-12-09,42.26,8757.70,144237,143958,90.2,159566,279
2017-12-10,42.23,8750.72,143975,143696,90.1,159566,279
2017-12-11,42.18,8739.11,143537,143258,89.8,159566,279
2017-12-12,42.17,8736.79,143450,143171,89.7,159566,279
2017-12-13,42.13,8727.54,143101,142822,89.5,159566,279
2017-12-14,42.11,8722.91,142926,142647,89.4,159566,279
2017-12-15,42.11,8722.91,142926,142647,89.4,159566,279
2017-12-16,42.08,8715.99,142665,142386,89.2,159566,279
2017-12-17,42.10,8720.60,142839,142560,89.3,159566,279
2017-12-18,42.09,8718.29,142752,142473,89.3,159566,279
2017-12-19,42.07,8713.69,142578,142299,89.2,159566,279
2017-12-20,42.05,8709.09,142403,142124,89.1,159566,279
2017-12-21,42.04,8706.78,142316,142037,89.0,159566,279
2017-12-22,42.04,8706.78,142316,142037,89.0,159566,279
2017-12-23,42.07,8713.69,142578,142299,89.2,159566,279
2017-12-24,42.06,8711.39,142490,142211,89.1,159566,279
2017-12-25,42.02,8702.18,142142,141863,88.9,159566,279
2017-12-26,42.01,8699.88,142055,141776,88.9,159566,279
2017-12-27,42.03,8704.48,142229,141950,89.0,159566,279
2017-12-28,41.96,8688.41,141621,141342,88.6,159566,279
2017-12-29,41.91,8676.95,141186,140907,88.3,159566,279
2017-12-30,41.86,8665.54,140753,140474,88.0,159566,279
2017-12-31,41.90,8674.66,141099,140820,88.3,159566,279
2018-01-01,41.86,8665.54,140753,140474,88.0,159566,279
2018-01-02,41.79,8649.59,140147,139868,87.7,159566,279
2018-01-03,41.74,8638.23,139715,139436,87.4,159566,279
2018-01-04,41.70,8629.15,139369,139090,87.2,159566,279
2018-01-05,41.68,8624.62,139197,138918,87.1,159566,279
2018-01-06,41.67,8622.36,139110,138831,87.0,159566,279
2018-01-07,41.63,8613.32,138766,138487,86.8,159566,279
2018-01-08,41.64,8615.58,138852,138573,86.8,159566,279
2018-01-09,41.59,8604.28,138421,138142,86.6,159566,279
2018-01-10,41.54,8593.01,137991,137712,86.3,159566,279
2018-01-11,41.56,8597.52,138163,137884,86.4,159566,279
2018-01-12,41.55,8595.27,138077,137798,86.4,159566,279
2018-01-13,41.50,8584.00,137648,137369,86.1,159566,279
2018-01-14,41.44,8570.54,137133,136854,85.8,159566,279
2018-01-15,41.41,8563.80,136876,136597,85.6,159566,279
2018-01-16,41.56,8597.52,138163,137884,86.4,159566,279
2018-01-17,41.41,8563.80,136876,136597,85.6,159566,279
2018-01-18,41.35,8550.39,136363,136084,85.3,159566,279
2018-01-19,41.33,8545.92,136192,135913,85.2,159566,279
2018-01-20,41.32,8543.68,136106,135827,85.1,159566,279
2018-01-21,41.30,8539.21,135935,135656,85.0,159566,279
2018-01-22,41.31,8541.45,136021,135742,85.1,159566,279
2018-01-23,41.27,8532.52,135680,135401,84.9,159566,279
2018-01-24,41.22,8521.38,135253,134974,84.6,159566,279
2018-01-25,41.20,8516.92,135083,134804,84.5,159566,279
2018-01-26,41.17,8510.25,134827,134548,84.3,159566,279
2018-01-27,41.16,8508.02,134742,134463,84.3,159566,279
2018-01-28,41.17,8510.25,134827,134548,84.3,159566,279
2018-01-29,41.16,8508.02,134742,134463,84.3,159566,279
2018-01-30,41.11,8496.90,134317,134038,84.0,159566,279
2018-01-31,41.05,8483.59,133808,133529,83.7,159566,279
2018-02-01,41.01,8474.72,133468,133189,83.5,159566,279
2018-02-02,41.02,8476.93,133553,133274,83.5,159566,279
2018-02-03,40.98,8468.07,133214,132935,83.3,159566,279
2018-02-04,40.97,8465.86,133130,132851,83.3,159566,279
2018-02-05,40.97,8465.86,133130,132851,83.3,159566,279
2018-02-06,40.87,8443.74,132284,132005,82.7,159566,279
2018-02-07,40.92,8454.79,132707,132428,83.0,159566,279
2018-02-08,40.86,8441.53,132200,131921,82.7,159566,279
2018-02-09,40.84,8437.12,132031,131752,82.6,159566,279
2018-02-10,40.85,8439.33,132115,131836,82.6,159566,279
2018-02-11,40.95,8461.43,132961,132682,83.2,159566,279
2018-02-12,40.89,8448.15,132453,132174,82.8,159566,279
2018-02-13,40.78,8423.90,131525,131246,82.3,159566,279
2018-02-14,40.76,8419.50,131357,131078,82.1,159566,279
2018-02-15,40.75,8417.30,131273,130994,82.1,159566,279
2018-02-16,40.76,8419.50,131357,131078,82.1,159566,279
2018-02-17,40.77,8421.70,131441,131162,82.2,159566,279
2018-02-18,40.77,8421.70,131441,131162,82.2,159566,279
2018-02-19,40.74,8415.10,131188,130909,82.0,159566,279
2018-02-20,40.74,8415.10,131188,130909,82.0,159566,279
2018-02-21,40.72,8410.70,131020,130741,81.9,159566,279
2018-02-22,40.71,8408.50,130936,130657,81.9,159566,279
2018-02-23,40.68,8401.90,130684,130405,81.7,159566,279
2018-02-24,40.68,8401.90,130684,130405,81.7,159566,279
2018-02-25,40.72,8410.70,131020,130741,81.9,159566,279
2018-02-26,40.80,8428.30,131694,131415,82.4,159566,279
2018-02-27,40.82,8432.71,131862,131583,82.5,159566,279
2018-02-28,40.89,8448.15,132453,132174,82.8,159566,279
2018-03-01,41.02,8476.93,133553,133274,83.5,159566,279
2018-03-02,41.02,8476.93,133553,133274,83.5,159566,279
2018-03-03,41.02,8476.93,133553,133274,83.5,159566,279
2018-03-04,40.99,8470.28,133299,133020,83.4,159566,279
2018-03-05,40.97,8465.86,133130,132851,83.3,159566,279
2018-03-06,40.93,8457.00,132791,132512,83.0,159566,279
2018-03-07,40.90,8450.36,132537,132258,82.9,159566,279
2018-03-08,40.84,8437.12,132031,131752,82.6,159566,279
2018-03-09,40.79,8426.10,131609,131330,82.3,159566,279
2018-03-10,40.78,8423.90,131525,131246,82.3,159566,279
2018-03-11,40.79,8426.10,131609,131330,82.3,159566,279
2018-03-12,40.76,8419.50,131357,131078,82.1,159566,279
2018-03-13,40.67,8399.70,130600,130321,81.7,159566,279
2018-03-14,40.64,8393.10,130348,130069,81.5,159566,279
2018-03-15,40.59,8382.09,129929,129650,81.3,159566,279
2018-03-16,40.56,8375.46,129677,129398,81.1,159566,279
2018-03-17,40.55,8373.25,129594,129315,81.0,159566,279
2018-03-18,40.52,8366.61,129342,129063,80.9,159566,279
2018-03-19,40.54,8371.03,129510,129231,81.0,159566,279
2018-03-20,40.51,8364.40,129259,128980,80.8,159566,279
2018-03-21,40.41,8342.11,128423,128144,80.3,159566,279
2018-03-22,40.35,8328.37,127923,127644,80.0,159566,279
2018-03-23,40.30,8316.85,127507,127228,79.7,159566,279
2018-03-24,40.28,8312.13,127341,127062,79.6,159566,279
2018-03-25,40.27,8309.77,127258,126979,79.6,159566,279
2018-03-26,40.22,8297.96,126843,126564,79.3,159566,279
2018-03-27,40.19,8290.73,126594,126315,79.2,159566,279
2018-03-28,40.17,8285.72,126428,126149,79.1,159566,279
2018-03-29,40.21,8295.60,126760,126481,79.3,159566,279
2018-03-30,40.87,8443.74,132284,132005,82.7,159566,279
2018-03-31,40.98,8468.07,133214,132935,83.3,159566,279
2018-04-01,41.25,8528.07,135509,135230,84.7,159566,279
2018-04-02,41.35,8550.39,136363,136084,85.3,159566,279
2018-04-03,41.26,8530.29,135594,135315,84.8,159566,279
2018-04-04,41.37,8554.86,136534,136255,85.4,159566,279
2018-04-05,41.27,8532.52,135680,135401,84.9,159566,279
2018-04-06,41.27,8532.52,135680,135401,84.9,159566,279
2018-04-07,41.34,8548.15,136277,135998,85.2,159566,279
2018-04-08,41.26,8530.29,135594,135315,84.8,159566,279
2018-04-09,41.23,8523.61,135338,135059,84.6,159566,279
2018-04-10,41.12,8499.13,134402,134123,84.1,159566,279
2018-04-11,41.05,8483.59,133808,133529,83.7,159566,279
2018-04-12,40.99,8470.28,133299,133020,83.4,159566,279
2018-04-13,40.97,8465.86,133130,132851,83.3,159566,279
2018-04-14,41.07,8488.02,133977,133698,83.8,159566,279
2018-04-15,41.02,8476.93,133553,133274,83.5,159566,279
2018-04-16,40.95,8461.43,132961,132682,83.2,159566,279
2018-04-17,40.86,8441.53,132200,131921,82.7,159566,279
2018-04-18,40.85,8439.33,132115,131836,82.6,159566,279
2018-04-19,40.75,8417.30,131273,130994,82.1,159566,279
2018-04-20,40.62,8388.70,130180,129901,81.4,159566,279
2018-04-21,40.58,8379.88,129845,129566,81.2,159566,279
2018-04-22,40.61,8386.50,130096,129817,81.4,159566,279
2018-04-23,40.58,8379.88,129845,129566,81.2,159566,279
2018-04-24,40.56,8375.46,129677,129398,81.1,159566,279
2018-04-25,40.56,8375.46,129677,129398,81.1,159566,279
2018-04-26,40.57,8377.67,129761,129482,81.1,159566,279
2018-04-27,40.54,8371.03,129510,129231,81.0,159566,279
2018-04-28,40.50,8362.19,129175,128896,80.8,159566,279
2018-04-29,40.46,8353.26,128841,128562,80.6,159566,279
2018-04-30,40.40,8339.88,128340,128061,80.3,159566,279
2018-05-01,40.28,8312.13,127341,127062,79.6,159566,279
2018-05-02,40.23,8300.32,126926,126647,79.4,159566,279
2018-05-03,40.22,8297.96,126843,126564,79.3,159566,279
2018-05-04,40.22,8297.96,126843,126564,79.3,159566,279
2018-05-05,40.25,8305.05,127092,126813,79.5,159566,279
2018-05-06,40.20,8293.24,126676,126397,79.2,159566,279
2018-05-07,40.16,8283.22,126345,126066,79.0,159566,279
2018-05-08,40.09,8265.66,125766,125487,78.6,159566,279
2018-05-09,40.02,8248.00,125188,124909,78.3,159566,279
2018-05-10,39.97,8235.07,124776,124497,78.0,159566,279
2018-05-11,39.94,8227.19,124529,124250,77.9,159566,279
2018-05-12,39.92,8221.94,124364,124085,77.8,159566,279
2018-05-13,39.90,8216.69,124200,123921,77.7,159566,279
2018-05-14,39.87,8208.55,123954,123675,77.5,159566,279
2018-05-15,39.84,8200.41,123708,123429,77.4,159566,279
2018-05-16,39.78,8184.12,123216,122937,77.0,159566,279
2018-05-17,39.74,8173.24,122889,122610,76.8,159566,279
2018-05-18,39.67,8154.06,122317,122038,76.5,159566,279
2018-05-19,39.63,8142.99,121992,121713,76.3,159566,279
2018-05-20,39.61,8137.46,121829,121550,76.2,159566,279
2018-05-21,39.60,8134.69,121747,121468,76.1,159566,279
2018-05-22,39.60,8134.69,121747,121468,76.1,159566,279
2018-05-23,39.62,8140.23,121910,121631,76.2,159566,279
2018-05-24,39.61,8137.46,121829,121550,76.2,159566,279
2018-05-25,39.60,8134.69,121747,121468,76.1,159566,279
2018-05-26,39.58,8128.97,121585,121306,76.0,159566,279
2018-05-27,39.55,8120.38,121341,121062,75.9,159566,279
2018-05-28,39.52,8111.78,121097,120818,75.7,159566,279
2018-05-29,39.48,8099.91,120773,120494,75.5,159566,279
2018-05-30,39.43,8084.53,120369,120090,75.3,159566,279
2018-05-31,39.39,8072.02,120045,119766,75.1,159566,279
2018-06-01,39.36,8062.16,119804,119525,74.9,159566,279
2018-06-02,39.33,8052.30,119562,119283,74.8,159566,279
2018-06-03,39.30,8042.44,119320,119041,74.6,159566,279
2018-06-04,39.27,8032.01,119079,118800,74.5,159566,279
2018-06-05,39.23,8018.11,118758,118479,74.3,159566,279
2018-06-06,39.21,8011.15,118598,118319,74.2,159566,279
2018-06-07,39.18,8000.54,118358,118079,74.0,159566,279
2018-06-08,39.12,7979.13,117878,117599,73.7,159566,279
2018-06-09,39.08,7963.90,117559,117280,73.5,159566,279
2018-06-10,39.03,7943.67,117162,116883,73.3,159566,279
2018-06-11,38.97,7919.11,116686,116407,73.0,159566,279
2018-06-12,38.94,7906.70,116449,116170,72.8,159566,279
2018-06-13,38.93,7902.56,116370,116091,72.8,159566,279
2018-06-14,38.86,7874.88,115817,115538,72.4,159566,279
2018-06-15,38.85,7871.07,115739,115460,72.4,159566,279
2018-06-16,38.82,7859.62,115503,115224,72.2,159566,279
2018-06-17,38.82,7859.62,115503,115224,72.2,159566,279
2018-06-18,38.83,7863.44,115581,115302,72.3,159566,279
2018-06-19,39.04,7947.71,117241,116962,73.3,159566,279
2018-06-20,39.51,8108.92,121016,120737,75.7,159566,279
2018-06-21,40.12,8273.19,126014,125735,78.8,159566,279
2018-06-22,40.15,8280.71,126262,125983,79.0,159566,279
2018-06-23,42.26,8757.70,144237,143958,90.2,159566,279
2018-06-24,43.95,9422.03,159385,159106,99.7,159566,279
2018-06-25,43.97,9523.42,159569,159290,99.8,159566,279
2018-06-26,44.01,,159937,159566,100.0,159566,279
2018-06-27,44.01,,159937,159566,100.0,159566,279
2018-06-28,43.97,9523.42,159569,159290,99.8,159566,279
2018-06-29,43.95,9422.03,159385,159106,99.7,159566,279
2018-06-30,43.91,9219.25,159018,158739,99.5,159566,279
2018-07-01,43.89,9165.74,158835,158556,99.4,159566,279
2018-07-02,43.85,9154.45,158469,158190,99.1,159566,279
2018-07-03,43.75,9126.70,157554,157275,98.6,159566,279
2018-07-04,43.73,9121.25,157372,157093,98.5,159566,279
2018-07-05,43.71,9115.79,157189,156910,98.3,159566,279
2018-07-06,43.70,9113.06,157098,156819,98.3,159566,279
2018-07-07,43.69,9110.40,157007,156728,98.2,159566,279
2018-07-08,43.71,9115.79,157189,156910,98.3,159566,279
2018-07-09,43.73,9121.25,157372,157093,98.5,159566,279
2018-07-10,43.75,9126.70,157554,157275,98.6,159566,279
2018-07-11,43.75,9126.70,157554,157275,98.6,159566,279
2018-07-12,43.77,9132.16,157737,157458,98.7,159566,279
2018-07-13,43.81,9143.17,158102,157823,98.9,159566,279
2018-07-14,43.82,9145.99,158194,157915,99.0,159566,279
2018-07-15,43.84,9151.63,158377,158098,99.1,159566,279
2018-07-16,43.82,9145.99,158194,157915,99.0,159566,279
2018-07-17,43.78,9134.89,157828,157549,98.7,159566,279
2018-07-18,43.65,9099.73,156643,156364,98.0,159566,279
2018-07-19,43.60,9086.40,156188,155909,97.7,159566,279
2018-07-20,43.57,9078.54,155916,155637,97.5,159566,279
2018-07-21,43.56,9075.92,155825,155546,97.5,159566,279
2018-07-22,43.55,9073.30,155735,155456,97.4,159566,279
2018-07-23,43.51,9062.82,155372,155093,97.2,159566,279
2018-07-24,43.39,9031.85,154286,154007,96.5,159566,279
2018-07-25,43.36,9024.21,154015,153736,96.3,159566,279
2018-07-26,43.34,9019.11,153835,153556,96.2,159566,279
2018-07-27,43.31,9011.47,153564,153285,96.1,159566,279
2018-07-28,43.29,9006.40,153384,153105,96.0,159566,279
2018-07-29,43.26,8998.85,153114,152835,95.8,159566,279
2018-07-30,43.22,8988.79,152754,152475,95.6,159566,279
2018-07-31,43.13,8966.33,151946,151667,95.0,159566,279
2018-08-01,43.10,8958.86,151677,151398,94.9,159566,279
2018-08-02,43.07,8951.47,151409,151130,94.7,159566,279
2018-08-03,43.04,8944.08,151140,150861,94.5,159566,279
2018-08-04,43.01,8936.68,150872,150593,94.4,159566,279
2018-08-05,43.02,8939.15,150961,150682,94.4,159566,279
2018-08-06,42.99,8931.78,150693,150414,94.3,159566,279
2018-08-07,42.90,8909.80,149890,149611,93.8,159566,279
2018-08-08,42.87,8902.53,149623,149344,93.6,159566,279
2018-08-09,42.88,8904.95,149712,149433,93.6,159566,279
2018-08-10,42.85,8897.68,149445,149166,93.5,159566,279
2018-08-11,42.83,8892.83,149268,148989,93.4,159566,279
2018-08-12,42.80,8885.56,149001,148722,93.2,159566,279
2018-08-13,42.75,8873.53,148557,148278,92.9,159566,279
2018-08-14,42.67,8854.34,147848,147569,92.5,159566,279
2018-08-15,42.62,8842.41,147405,147126,92.2,159566,279
2018-08-16,42.57,8830.53,146963,146684,91.9,159566,279
2018-08-17,42.54,8823.42,146699,146420,91.8,159566,279
2018-08-18,42.51,8816.31,146434,146155,91.6,159566,279
2018-08-19,42.44,8799.82,145818,145539,91.2,159566,279
2018-08-20,42.39,8788.06,145378,145099,90.9,159566,279
2018-08-21,42.35,8778.70,145027,144748,90.7,159566,279
2018-08-22,42.29,8764.68,144500,144221,90.4,159566,279
2018-08-23,42.23,8750.72,143975,143696,90.1,159566,279
2018-08-24,42.19,8741.42,143625,143346,89.8,159566,279
2018-08-25,42.14,8729.85,143188,142909,89.6,159566,279
2018-08-26,42.10,8720.60,142839,142560,89.3,159566,279
2018-08-27,42.07,8713.69,142578,142299,89.2,159566,279
2018-08-28,42.01,8699.88,142055,141776,88.9,159566,279
2018-08-29,41.98,8692.99,141794,141515,88.7,159566,279
2018-08-30,41.97,8690.70,141707,141428,88.6,159566,279
2018-08-31,41.94,8683.83,141447,141168,88.5,159566,279
2018-09-01,41.94,8683.83,141447,141168,88.5,159566,279
2018-09-02,41.92,8679.24,141273,140994,88.4,159566,279
2018-09-03,41.90,8674.66,141099,140820,88.3,159566,279
2018-09-04,41.93,8681.54,141360,141081,88.4,159566,279
2018-09-05,41.92,8679.24,141273,140994,88.4,159566,279
2018-09-06,41.92,8679.24,141273,140994,88.4,159566,279
2018-09-07,41.96,8688.41,141621,141342,88.6,159566,279
2018-09-08,41.99,8695.28,141881,141602,88.7,159566,279
2018-09-09,42.02,8702.18,142142,141863,88.9,159566,279
2018-09-10,42.08,8715.99,142665,142386,89.2,159566,279
2018-09-11,42.09,8718.29,142752,142473,89.3,159566,279
2018-09-12,42.09,8718.29,142752,142473,89.3,159566,279
2018-09-13,42.11,8722.91,142926,142647,89.4,159566,279
2018-09-14,42.26,8757.70,144237,143958,90.2,159566,279
2018-09-15,42.54,8823.42,146699,146420,91.8,159566,279
2018-09-16,42.76,8875.94,148646,148367,93.0,159566,279
2018-09-17,42.82,8890.41,149179,148900,93.3,159566,279
2018-09-18,42.84,8895.26,149356,149077,93.4,159566,279
2018-09-19,42.79,8883.15,148912,148633,93.1,159566,279
2018-09-20,42.67,8854.34,147848,147569,92.5,159566,279
2018-09-21,42.55,8825.79,146787,146508,91.8,159566,279
2018-09-22,42.44,8799.82,145818,145539,91.2,159566,279
2018-09-23,42.44,8799.82,145818,145539,91.2,159566,279
2018-09-24,42.40,8790.40,145466,145187,91.0,159566,279
2018-09-25,42.31,8769.34,144675,144396,90.5,159566,279
2018-09-26,42.23,8750.72,143975,143696,90.1,159566,279
2018-09-27,42.30,8767.00,144588,144309,90.4,159566,279
2018-09-28,42.36,8781.04,145114,144835,90.8,159566,279
2018-09-29,42.50,8813.95,146346,146067,91.5,159566,279
2018-09-30,42.62,8842.41,147405,147126,92.2,159566,279
2018-10-01,42.77,8878.34,148734,148455,93.0,159566,279
2018-10-02,42.88,8904.95,149712,149433,93.6,159566,279
2018-10-03,42.98,8929.34,150604,150325,94.2,159566,279
2018-10-04,43.03,8941.61,151051,150772,94.5,159566,279
2018-10-05,43.08,8953.94,151498,151219,94.8,159566,279
2018-10-06,43.13,8966.33,151946,151667,95.0,159566,279
2018-10-07,43.18,8978.78,152395,152116,95.3,159566,279
2018-10-08,43.23,8991.31,152844,152565,95.6,159566,279
2018-10-09,43.21,8986.27,152664,152385,95.5,159566,279
2018-10-10,43.29,9006.40,153384,153105,96.0,159566,279
2018-10-11,43.38,9029.30,154196,153917,96.5,159566,279
2018-10-12,43.44,9044.72,154738,154459,96.8,159566,279
2018-10-13,43.49,9057.62,155190,154911,97.1,159566,279
2018-10-14,43.54,9070.68,155644,155365,97.4,159566,279
2018-10-15,43.60,9086.40,156188,155909,97.7,159566,279
2018-10-16,43.66,9102.40,156734,156455,98.1,159566,279
2018-10-17,43.70,9113.06,157098,156819,98.3,159566,279
2018-10-18,43.74,9123.98,157463,157184,98.5,159566,279
2018-10-19,43.71,9115.79,157189,156910,98.3,159566,279
2018-10-20,43.75,9126.70,157554,157275,98.6,159566,279
2018-10-21,43.96,9472.73,159477,159198,99.8,159566,279
2018-10-22,43.97,9523.42,159569,159290,99.8,159566,279
2018-10-23,43.96,9472.73,159477,159198,99.8,159566,279
2018-10-24,43.97,9523.42,159569,159290,99.8,159566,279
2018-10-25,43.96,9472.73,159477,159198,99.8,159566,279
2018-10-26,43.96,9472.73,159477,159198,99.8,159566,279
2018-10-27,43.95,9422.03,159385,159106,99.7,159566,279
2018-10-28,43.95,9422.03,159385,159106,99.7,159566,279
2018-10-29,43.95,9422.03,159385,159106,99.7,159566,279
2018-10-30,43.94,9371.34,159294,159015,99.7,159566,279
2018-10-31,43.94,9371.34,159294,159015,99.7,159566,279
2018-11-01,43.98,9574.12,159661,159382,99.9,159566,279
2018-11-02,43.96,9472.73,159477,159198,99.8,159566,279
2018-11-03,43.90,9168.56,158926,158647,99.4,159566,279
2018-11-04,43.89,9165.74,158835,158556,99.4,159566,279
2018-11-05,43.89,9165.74,158835,158556,99.4,159566,279
2018-11-06,43.90,9168.56,158926,158647,99.4,159566,279
2018-11-07,43.90,9168.56,158926,158647,99.4,159566,279
2018-11-08,43.90,9168.56,158926,158647,99.4,159566,279
2018-11-09,43.98,9574.12,159661,159382,99.9,159566,279
2018-11-10,43.96,9472.73,159477,159198,99.8,159566,279
2018-11-11,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-12,43.95,9422.03,159385,159106,99.7,159566,279
2018-11-13,43.94,9371.34,159294,159015,99.7,159566,279
2018-11-14,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-15,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-16,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-17,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-18,43.90,9168.56,158926,158647,99.4,159566,279
2018-11-19,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-20,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-21,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-22,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-23,43.92,9269.95,159110,158831,99.5,159566,279
2018-11-24,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-25,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-26,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-27,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-28,43.93,9320.64,159202,158923,99.6,159566,279
2018-11-29,43.91,9219.25,159018,158739,99.5,159566,279
2018-11-30,43.90,9168.56,158926,158647,99.4,159566,279
2018-12-01,43.89,9165.74,158835,158556,99.4,159566,279
2018-12-02,43.90,9168.56,158926,158647,99.4,159566,279
2018-12-03,43.88,9162.91,158743,158464,99.3,159566,279
2018-12-04,43.80,9140.35,158011,157732,98.9,159566,279
2018-12-05,43.74,9123.98,157463,157184,98.5,159566,279
2018-12-06,43.72,9118.52,157281,157002,98.4,159566,279
2018-12-07,43.70,9113.06,157098,156819,98.3,159566,279
2018-12-08,43.71,9115.79,157189,156910,98.3,159566,279
2018-12-09,43.73,9121.25,157372,157093,98.5,159566,279
2018-12-10,43.74,9123.98,157463,157184,98.5,159566,279
2018-12-11,43.74,9123.98,157463,157184,98.5,159566,279
2018-12-12,43.74,9123.98,157463,157184,98.5,159566,279
2018-12-13,43.76,9129.43,157646,157367,98.6,159566,279
2018-12-14,43.77,9132.16,157737,157458,98.7,159566,279
2018-12-15,43.78,9134.89,157828,157549,98.7,159566,279
2018-12-16,43.78,9134.89,157828,157549,98.7,159566,279
2018-12-17,43.79,9137.62,157920,157641,98.8,159566,279
2018-12-18,43.79,9137.62,157920,157641,98.8,159566,279
2018-12-19,43.79,9137.62,157920,157641,98.8,159566,279
2018-12-20,43.80,9140.35,158011,157732,98.9,159566,279
2018-12-21,43.80,9140.35,158011,157732,98.9,159566,279
2018-12-22,43.81,9143.17,158102,157823,98.9,159566,279
2018-12-23,43.81,9143.17,158102,157823,98.9,159566,279
2018-12-24,43.81,9143.17,158102,157823,98.9,159566,279
2018-12-25,43.82,9145.99,158194,157915,99.0,159566,279
2018-12-26,43.82,9145.99,158194,157915,99.0,159566,279
2018-12-27,43.82,9145.99,158194,157915,99.0,159566,279
2018-12-28,43.83,9148.81,158285,158006,99.0,159566,279
2018-12-29,43.83,9148.81,158285,158006,99.0,159566,279
